0.243434, 0.0186897, 0.969737
0.269429, 0.00882332, 0.96298
0.320893, -0.0100207, 0.947062
0.245608, 0.0398538, 0.96855
0.263346, 0.00804867, 0.964668
0.295595, 0.027401, 0.95492
0.257688, 0.048441, 0.965013
0.222789, -0.0194936, 0.974672
0.283515, 0.0240614, 0.958666
0.291236, 0.00947646, 0.956604
0.210667, 0.0285784, 0.97714
0.251045, -0.018146, 0.967805
0.294588, 0.0343608, 0.955006
0.419069, -0.0432786, 0.906923
0.298893, 0.0050033, 0.954273
0.245207, -0.0265971, 0.969106
0.263245, -0.0879467, 0.960712
0.443581, 0.0551347, 0.894537
0.297945, 0.0235435, 0.954293
0.274145, 0.022363, 0.961428
0.308793, 0.0364154, 0.950432
0.324027, 0.0403587, 0.945186
0.28854, 0.00557617, 0.957452
0.213021, -0.0162335, 0.976913
0.297432, 0.089032, 0.950583
0.329429, 0.0129522, 0.944092
0.325291, -0.0178624, 0.945445
0.295872, 0.0592693, 0.953387
0.376731, 0.0523616, 0.924842
0.279121, -0.0185733, 0.960076
0.259474, 0.0160766, 0.965616
-0.0708127, 0.195143, 0.978215
0.225696, 0.0218789, 0.973952
0.234143, 0.0399834, 0.97138
0.274217, 0.0724243, 0.958937
0.325009, -0.00190384, 0.945709
0.319052, -0.0189786, 0.947547
0.384991, -0.00391395, 0.922912
0.3232, -0.0183365, 0.946153
0.344512, 0.0294017, 0.938321
0.325198, -0.0117582, 0.945573
0.323959, 0.041699, 0.945152
0.278485, 0.0197245, 0.960238
0.338061, 0.0516809, 0.939704
0.327216, 0.0393222, 0.944131
0.292653, 0.0153105, 0.956096
0.374193, 0.0630172, 0.925207
0.230241, 0.0284596, 0.972717
0.25353, 0.0198007, 0.967125
-0.728817, 0.255633, 0.635199
