-0.636195, -0.063884, 0.768879
-0.806882, -0.0785512, 0.585467
-0.633214, 0.00377877, 0.773967
-0.661821, 0.00448304, 0.749649
-0.774615, -0.119371, 0.621065
-0.453387, 0.0213083, 0.891059
-0.912379, 0.00483784, 0.409317
-0.488406, 0.0361922, 0.871866
-0.780204, -0.0351821, 0.624535
-0.547893, 0.0391965, 0.83563
-0.596891, -0.00896542, 0.802272
-0.834635, -0.0100243, 0.550713
-0.871495, -0.0487336, 0.487977
-0.465442, 0.0803846, 0.88142
-0.630002, 0.0454942, 0.77526
-0.623669, 0.0186467, 0.781466
-0.541269, 0.0317995, 0.840248
-0.976644, -0.165324, -0.137237
-0.765203, -0.0644898, 0.640551
-0.527271, 0.0935075, 0.844536
-0.698666, 0.020651, 0.71515
-0.865314, 0.000310495, 0.50123
-0.52504, -0.016073, 0.850926
-0.535703, 0.0333337, 0.843748
-0.595431, -0.059769, 0.80118
-0.550441, 0.0327064, 0.834233
-0.332074, 0.0147619, 0.943138
-0.577053, -0.0600822, 0.814494
-0.695368, -0.0288208, 0.718076
-0.851123, -0.184546, 0.491459
-0.756101, -0.272727, -0.594921
-0.532827, 0.0143768, 0.846102
-0.829541, -0.0972044, 0.549921
-0.566858, -0.0625547, 0.821437
-0.918888, -0.161433, 0.359977
-0.808923, -0.0984199, 0.579618
-0.651727, -0.0211449, 0.758159
-0.529861, -0.0533458, 0.846405
-0.584013, -0.0912702, 0.806597
-0.52811, -0.0549841, 0.847394
-0.679508, -0.0700571, 0.730315
-0.668566, -0.042913, 0.742413
-0.45255, 0.0238026, 0.891421
-0.521166, 0.0146115, 0.853331
-0.747911, -0.00915653, 0.663736
-0.467284, -0.0526887, 0.882536
-0.530232, -0.0403497, 0.846892
-0.744495, 0.116328, 0.657415
-0.555213, -0.0502742, 0.830188
-0.842728, -0.00195302, 0.538335
